20,1715770163.9123054
21,1715770163.9129426
22,1715770163.9129426
23,1715770163.9135525
24,1715770163.9135525
25,1715770163.9135525
26,1715770164.927711
27,1715770164.9284394
28,1715770164.9284394
29,1715770164.9284394
30,1715770164.9284394
31,1715770164.9284394
29,1715770165.9387472
30,1715770165.9387472
31,1715770165.9387472
32,1715770165.9387472
33,1715770165.9387472
34,1715770165.9387472
40,1715770166.9593043
41,1715770166.9593043
42,1715770166.9593043
43,1715770166.9593043
44,1715770166.9593043
45,1715770166.9593043
44,1715770167.9674785
45,1715770167.9674785
46,1715770167.9674785
47,1715770167.9674785
48,1715770167.9674785
49,1715770167.9674785
46,1715770168.9676974
47,1715770168.9692173
48,1715770168.9692173
49,1715770168.9692173
50,1715770168.9692173
51,1715770168.9692173
47,1715770169.9754088
48,1715770169.9754088
49,1715770169.9754088
50,1715770169.9754088
51,1715770169.9754088
52,1715770169.9754088
47,1715770170.9845018
48,1715770170.9845018
49,1715770170.9845018
50,1715770170.9845018
51,1715770170.9845018
52,1715770170.9845018
79,1715770172.0158925
80,1715770172.0158925
81,1715770172.0158925
82,1715770172.0158925
83,1715770172.0158925
84,1715770172.0158925
81,1715770173.016479
82,1715770173.016479
83,1715770173.016479
84,1715770173.016479
85,1715770173.016479
86,1715770173.016479
95,1715770174.0293665
96,1715770174.0293665
97,1715770174.0293665
98,1715770174.0293665
99,1715770174.0293665
100,1715770174.0293665
98,1715770175.029673
99,1715770175.029673
100,1715770175.029673
101,1715770175.029673
102,1715770175.029673
103,1715770175.029673
102,1715770176.038977
103,1715770176.038977
104,1715770176.0399861
105,1715770176.0399861
106,1715770176.0399861
107,1715770176.0399861
110,1715770177.0520558
111,1715770177.0520558
112,1715770177.0520558
113,1715770177.0520558
114,1715770177.0520558
115,1715770177.0520558
113,1715770178.0533032
114,1715770178.0533032
115,1715770178.0542045
116,1715770178.0542045
117,1715770178.0542045
118,1715770178.0542045
114,1715770179.0577507
115,1715770179.0577507
116,1715770179.0577507
117,1715770179.0577507
118,1715770179.0577507
119,1715770179.0577507
127,1715770180.082336
128,1715770180.082336
129,1715770180.082336
130,1715770180.082336
131,1715770180.082336
132,1715770180.082336
129,1715770181.0930471
130,1715770181.0930471
131,1715770181.0930471
132,1715770181.0930471
133,1715770181.0930471
134,1715770181.0930471
129,1715770182.1041834
130,1715770182.1041834
131,1715770182.1041834
132,1715770182.1041834
133,1715770182.1041834
134,1715770182.1041834
129,1715770183.114905
130,1715770183.114905
131,1715770183.114905
132,1715770183.114905
133,1715770183.114905
134,1715770183.114905
139,1715770184.1364794
140,1715770184.1364794
141,1715770184.1364794
142,1715770184.1364794
143,1715770184.1364794
144,1715770184.1364794
140,1715770185.1368208
141,1715770185.1380467
142,1715770185.1380467
143,1715770185.138743
144,1715770185.138743
145,1715770185.138743
143,1715770186.1500514
144,1715770186.1500514
145,1715770186.1524973
146,1715770186.1524973
147,1715770186.1524973
148,1715770186.1524973
151,1715770187.1644852
152,1715770187.1644852
153,1715770187.1644852
154,1715770187.1644852
155,1715770187.1644852
156,1715770187.1644852
152,1715770188.1709445
153,1715770188.1709445
154,1715770188.1717558
155,1715770188.1717558
156,1715770188.1717558
157,1715770188.1717558
152,1715770189.184181
153,1715770189.1855063
154,1715770189.1855063
155,1715770189.1863186
156,1715770189.1863186
157,1715770189.1863186
165,1715770190.203427
166,1715770190.203427
167,1715770190.203427
168,1715770190.203427
169,1715770190.203427
170,1715770190.203427
165,1715770191.2168684
166,1715770191.2168684
167,1715770191.2168684
168,1715770191.2168684
169,1715770191.2168684
170,1715770191.2168684
170,1715770192.237048
171,1715770192.237048
172,1715770192.237048
173,1715770192.237048
174,1715770192.237048
175,1715770192.237048
174,1715770193.2391486
175,1715770193.2391486
176,1715770193.2391486
177,1715770193.2391486
178,1715770193.2391486
179,1715770193.2391486
177,1715770194.254113
178,1715770194.254113
179,1715770194.254113
180,1715770194.254113
181,1715770194.254113
182,1715770194.254113
180,1715770195.2644155
181,1715770195.2653067
182,1715770195.2653067
183,1715770195.266471
184,1715770195.266823
185,1715770195.266823
188,1715770196.2776308
189,1715770196.2776308
190,1715770196.2776308
191,1715770196.2776308
192,1715770196.2776308
193,1715770196.2776308
203,1715770197.2919908
204,1715770197.2919908
205,1715770197.2919908
206,1715770197.2919908
207,1715770197.2919908
208,1715770197.2919908
213,1715770198.313407
214,1715770198.313407
215,1715770198.313407
216,1715770198.313407
217,1715770198.313407
218,1715770198.313407
216,1715770199.3209126
217,1715770199.3209126
218,1715770199.3209126
219,1715770199.3209126
220,1715770199.3209126
221,1715770199.3209126
221,1715770200.3292007
222,1715770200.3292007
223,1715770200.3292007
224,1715770200.3292007
225,1715770200.3292007
226,1715770200.3292007
230,1715770201.3450513
231,1715770201.3450513
232,1715770201.3450513
233,1715770201.3450513
234,1715770201.3450513
235,1715770201.3450513
233,1715770202.3495808
234,1715770202.3495808
235,1715770202.3495808
236,1715770202.3506935
237,1715770202.3513765
238,1715770202.3513765
235,1715770203.3638628
236,1715770203.3638628
237,1715770203.3638628
238,1715770203.3638628
239,1715770203.3638628
240,1715770203.3638628
235,1715770204.373075
236,1715770204.373075
237,1715770204.373075
238,1715770204.373075
239,1715770204.373075
240,1715770204.373075
236,1715770205.3876495
237,1715770205.3876495
238,1715770205.38824
239,1715770205.38824
240,1715770205.3890486
241,1715770205.3890486
258,1715770206.4142063
259,1715770206.4142063
260,1715770206.4142063
261,1715770206.4142063
262,1715770206.4142063
263,1715770206.4142063
258,1715770207.4259136
259,1715770207.4259136
260,1715770207.4259136
261,1715770207.4259136
262,1715770207.4259136
263,1715770207.4259136
265,1715770208.43531
266,1715770208.43531
267,1715770208.43531
268,1715770208.43531
269,1715770208.43531
270,1715770208.43531
272,1715770209.4361346
273,1715770209.4380112
274,1715770209.4380112
275,1715770209.4380112
276,1715770209.4380112
277,1715770209.4380112
275,1715770210.449698
276,1715770210.450706
277,1715770210.450706
278,1715770210.450706
279,1715770210.450706
280,1715770210.450706
275,1715770211.4609277
276,1715770211.4609277
277,1715770211.4609277
278,1715770211.4609277
279,1715770211.4609277
280,1715770211.4609277
282,1715770212.4772973
283,1715770212.4772973
284,1715770212.4772973
285,1715770212.4772973
286,1715770212.4772973
287,1715770212.4772973
288,1715770213.4938207
289,1715770213.4938207
290,1715770213.4938207
291,1715770213.4938207
292,1715770213.4938207
293,1715770213.4938207
289,1715770214.501361
290,1715770214.501361
291,1715770214.501361
292,1715770214.501361
293,1715770214.501361
294,1715770214.501361
290,1715770215.5027637
291,1715770215.5027637
292,1715770215.5027637
293,1715770215.5027637
294,1715770215.5027637
295,1715770215.5027637
